record_type|counterparty_name|country|isin
D|56383|SIME DARBY PROP BHD*|MY|0000000001900158855
D|34215|SIMEDARPL|MY|0000000001900151353
D|18398|SINA CORP*|SG|0000000001900271813
D|37477|SINARKAM|MY|0000000001900170799
D|16944|SINGAMAS CONTAINER HLDG LTD*|SG|0000000001900288555
D|15889|SINGHAIYI GRP LTD*|SG|0000000000600012451
D|56098|SINGPOST GRP TRY PL*|SG|0000000001900386169
D|56098|SINGPOST GRP TRY PL*|MY|0000000001900216025
D|1128|SINGTEL|TW|0000000001900000182
D|1128|SINGTEL|HK|0000000001900009297
D|1128|SINGTEL|SG|0000000001900067167
D|3239|SINGTEL GRP TSY PL*|TW|0000000001900000103
D|3239|SINGTEL GRP TSY PL*|HK|0000000001900009039
D|3239|SINGTEL GRP TSY PL*|SG|0000000001900219768
D|12620|SINGTEL OPTUS PTY LTD*|SG|0000000001900258783
D|16125|SINO BIOPHARMACEUTICAL LTD*|SG|0000000001900300420
D|5013|SINO FOREST CORP*|SG|0000000001900273865
D|40968|SINO GRP OVS(2013)*|TW|0000000001900000177
D|40968|SINO GRP OVS(2013)*|SG|0000000001900304861
D|19455|SINO GRP OVS(2015)*|TW|0000000001900000094
D|19455|SINO GRP OVS(2015)*|SG|0000000001900322060
D|23860|SINO GRP OVS(2017)*|TW|0000000001900000111
D|23860|SINO GRP OVS(2017)*|HK|0000000001900008360
D|23860|SINO GRP OVS(2017)*|SG|0000000001900347581
D|28129|SINO GRP OVS(2018)*|TW|0000000001900000145
D|28129|SINO GRP OVS(2018)*|HK|0000000001900010063
D|28129|SINO GRP OVS(2018)*|SG|0000000001900366020
D|27540|SINO TRENDY INVT*|HK|0000000001900008673
D|22476|SINO-OCEAN GRP HLDG*|HK|0000000001900008633
D|22476|SINO-OCEAN GRP HLDG*|SG|0000000001900340747
D|25022|SINO-OCEAN L TRY FII*|SG|0000000001900319921
D|15166|SINO-OCEAN LAND TSY FIN I LTD*|SG|0000000001900313973
D|25171|SINO-OCEAN LTF III*|SG|0000000001900353595
D|27811|SINO-OCEAN TRS IV*|TW|0000000001900000294
D|27811|SINO-OCEAN TRS IV*|HK|0000000001900008729
D|27811|SINO-OCEAN TRS IV*|SG|0000000001900364501
D|10517|SINOCHEM GLOBAL CAP*|SG|0000000001900304222
D|24964|SINOCHEM INTL DEV*|HK|0000000001900008307
D|24964|SINOCHEM INTL DEV*|SG|0000000001900352472
D|26949|SINOCHEM OFFSH CAP*|TW|0000000001900000136
D|26949|SINOCHEM OFFSH CAP*|HK|0000000001900008573
D|26949|SINOCHEM OFFSH CAP*|SG|0000000001900311005
D|12954|SINOCHEM OVS CAP CL*|HK|0000000001900008450
D|12954|SINOCHEM OVS CAP CL*|SG|0000000001900270489
D|24415|SINOMEM TECH PL*|SG|0000000001900185518
D|62932|SINOPAC FINL HLDGS*|TW|0000000007700000081
D|16912|SINOPEC CAP 2013*|HK|0000000001900010043
D|16912|SINOPEC CAP 2013*|SG|0000000001900299257
D|11818|SINOPEC CENTURY BRI*|HK|0000000001900006287
D|11818|SINOPEC CENTURY BRI*|SG|0000000001900276494
D|21347|SINOPEC GP OVS 2016*|TW|0000000001900000165
D|21347|SINOPEC GP OVS 2016*|HK|0000000001900008070
D|21347|SINOPEC GP OVS 2016*|SG|0000000001900334932
D|5104|SINOPEC GRP OVS DEV (2012) LTD*|HK|0000000000900001618
D|5104|SINOPEC GRP OVS DEV (2012) LTD*|SG|0000000001900288770
D|6995|SINOPEC GRP OVS DEV(2014) LTD*|SG|0000000001900310268
D|14676|SINOPEC SHANGHAI PETROCHEMICAL*|SG|0000000001900257755
D|17610|SINOPHARM GRP CL*|SG|0000000001900314618
D|67941|SINOTRANS LTD*|SG|0000000001900364255
D|69744|SIPHYA*|TH|0000000003103110888
D|49635|SIRIPAIBOON PATT CL*|TH|0000000003100832378
D|24004|SIRIUS INTL GRP LTD*|SG|0000000001900348273
D|5677|SIRIUS XM RADIO INC*|SG|0000000001900273093
D|27603|SIRTEX MEDICAL LTD*|SG|0000000001900363403
D|5241|SJM HLDGS LTD*|SG|0000000001900270596
D|72451|SK BROADBAND CL*|SG|0000000001900424401
D|16640|SK E&S CL*|KR|0000000001900000480
D|16640|SK E&S CL*|SG|0000000001900317710
D|70590|SK HYNIX*|TW|0000000001900000412
D|70590|SK HYNIX*|SG|0000000001900401098
D|70590|SK HYNIX*|MY|0000000001900321704
D|27704|SK INNOVATION CO*|TW|0000000001900000144
D|27704|SK INNOVATION CO*|SG|0000000001900242338
D|74674|SK ON CL*|KR|0000000001900000459
D|74674|SK ON CL*|SG|0000000001900448955
D|1124|SK TELECOM|TW|0000000001900000133
D|1124|SK TELECOM|SG|0000000001900215581
D|1271|SKANDI-SKM|MY|0000000001900050661
D|21892|SKF AB*|SG|0000000001900337921
D|57819|SKILLZ INC*|SG|0000000001900394421
D|30729|SKP RESOURCES BHD*|SG|0000000001900370929
D|78711|SKSC JV*|TH|0000000003103723352
D|37075|SKSPOWER|MY|0000000002000001407
D|19442|SKY PLC*|SG|0000000000200050578
D|57757|SKY TMK*|JP|0000000001900000309
D|85933|SKYHIGH 350 PTY LTD*|SG|0000000001900451061
D|24932|SKYLAND MINING BVI*|TW|0000000001900000197
D|24932|SKYLAND MINING BVI*|HK|0000000001900008306
D|24932|SKYLAND MINING BVI*|SG|0000000001900313611
D|3101|SKYSEA INTL CAP MGT*|SG|0000000001900283687
D|26390|SKYWORKS SOLS INC*|SG|0000000001900357677
D|49119|SLACK TECH INC*|SG|0000000001900389893
D|16911|SLM CORPORATION*|SG|0000000001900217646
D|73298|SLPC TMK*|JP|0000000001900000356
D|3377|SMART ASIA FIXED*|SG|0000000001900292719
D|3675|SMARTONE FINANCE LTD*|SG|0000000001900306306
D|21880|SMBC AVIATION CAP F*|TW|0000000001900000169
D|21880|SMBC AVIATION CAP F*|HK|0000000001900010755
D|21880|SMBC AVIATION CAP F*|SG|0000000001900337894
D|39834|SMBC AVIATION CFDAC*|SG|0000000001900373374
D|7458|SMC GLB POWER HLDGS CORP*|SG|0000000001900272621
D|7458|SMC GLB POWER HLDGS CORP*|MY|0000000001900228320
D|79752|SME DEV BK OF THAI-BGK|SG|0000000001900260675
D|3983|SMFG PREFERRED CAP USD 3*|SG|0000000001900290549
D|75371|SMJ ENERGY S B*|MY|0000000001900229715
D|12796|SMRT CAPITAL PL*|SG|0000000001900252991
D|8937|SMRT CORPN LTD*|SG|0000000001900138255
D|15416|SNAM S.P.A.*|SG|0000000001900290430
D|24608|SNAP INC*|SG|0000000001900350578
D|20399|SNAP-ON INCORP*|SG|0000000001900328259
D|83983|SNB SUKUK LTD*|SG|0000000001900449496
D|56367|SNC FORMER PCL*|TH|0000000003101747721
D|56698|SNCF RESEAU*|HK|0000000001900009853
D|55811|SNOWFLAKE INC*|SG|0000000001900391247
D|79227|SOAR WIND LTD*|HK|0000000001900010825
D|44301|SOAR WISE LTD*|TW|0000000001900000196
D|44301|SOAR WISE LTD*|HK|0000000001900010023
D|44301|SOAR WISE LTD*|SG|0000000001900398944
D|21971|SOC DES AUTO PARIS*|SG|0000000001900338146
D|21179|SOC GEN CORP&INVT*|SG|0000000001900333709
D|22411|SOC GEN-LUX|SG|0000000001900340273
D|1274|SOC GEN-PS|MY|0000000001900050669
D|2693|SOC GEN-S|MY|0000000001900047462
D|47791|SOC GEN-SYD|SG|0000000001900261435
D|8987|SOC NATL DES CHEM DE FER FRANC*|SG|0000000001900297546
D|24029|SOCAM DEV LTD*|SG|0000000001900348392
D|81981|SOCIONEXT INC*|SG|0000000001900445359
D|63064|SOFI TECHNOLOGIES*|SG|0000000001900401177
D|6547|SOFTBANK CORP*|SG|0000000001900314026
D|20618|SOFTBANK GRP CORP*|SG|0000000001900329915
D|20618|SOFTBANK GRP CORP*|MY|0000000001900228316
D|87334|SOGECAP SA*|SG|0000000001900455744
D|14227|SOHO CHINA LTD*|SG|0000000001900298031
D|58755|SOILBUILD B.SP REIT*|SG|0000000001600155238
D|21204|SOILBUILD BIZ SPACE*|SG|0000000001900333922
D|57420|SOLARTRON ENERGY 4*|TH|0000000003103332413
D|7905|SONIC HEALTHCARE*|SG|0000000001900320220
D|58611|SONY GROUP CORP*|SG|0000000001900257756
D|8100|SOQ SUKUK A QSC*|SG|0000000001900290698
D|16563|SORIN REAL ESTATE*|SG|0000000001900246847
D|12778|SOTHEBYS*|SG|0000000001900277014
D|11346|SOUND GLOBAL LTD*|SG|0000000001900291493
D|83706|SOUNDHOUND AI INC*|SG|0000000001900448805
D|2295|SOUTH AUST FINC-ADE*|AU|0000000001900000024
D|2295|SOUTH AUST FINC-ADE*|SG|0000000001900285126
D|2295|SOUTH AUST FINC-ADE*|MY|0000000001900317596
D|23521|SOUTH BEACH CONSORT*|SG|0000000001900235353
D|86834|SOUTH BOW USA INFRA*|SG|0000000001900454647
D|15591|SOUTH MSIA IND BHD*|SG|0000000001900269264
D|19705|SOUTH32 LTD*|SG|0000000001900323504
D|17982|SOUTHERN CALIFORNIA EDISON CO*|SG|0000000001900314140
D|44538|SOUTHERN COPPER COR*|SG|0000000001900382820
D|47269|SOUTHERN PWR GEN*|MY|0000000001900195948
D|15135|SOUTHWEST AIRLINES*|SG|0000000001900220944
D|8886|SOUTHWESTERN ENERGY CO*|SG|0000000001900264055
D|12819|SP AUSNET SPORE*|SG|0000000001900275997
D|30256|SP FSS CTRL CASH TR*|AU|0000000001900000245
D|29962|SP GRP TRSY PL*|SG|0000000001900363578
D|17420|SP POWERASSETS LTD*|TW|0000000001900000112
D|17420|SP POWERASSETS LTD*|HK|0000000001900010164
D|17420|SP POWERASSETS LTD*|SG|0000000001900189447
D|17420|SP POWERASSETS LTD*|MY|0000000001900172964
D|25687|SPARK FIN LTD*|TW|0000000001900000353
D|25687|SPARK FIN LTD*|SG|0000000001900354670
D|11278|SPARKLE ASSETS LTD*|SG|0000000001900296627
D|4305|SPC LTD*|SG|0000000001900061191
D|83589|SPDB FIN LEASING CL*|CN|0000000008300001144
D|35204|SPECIPOWV|MY|0000000001900186937
D|80439|SPH MEDIA TRUST*|SG|0000000001900408795
D|42640|SPH REIT*|SG|0000000001900378591
D|15828|SPI AUST FIN PTY LTD*|SG|0000000001900251066
D|22937|SPIC 2016 US DOLLAR*|SG|0000000001900343139
D|29834|SPIC 2018 USD SPB*|SG|0000000001900368427
D|29798|SPIC LUX LATIN AMER*|SG|0000000001900368220
D|48411|SPIC MTN CL*|TW|0000000001900000241
D|48411|SPIC MTN CL*|SG|0000000001900398945
D|63848|SPIC PREFERRED CO 2*|HK|0000000001900010162
D|63052|SPIC PREFERRED CO*|HK|0000000001900010135
D|59166|SPIRIT AEROSYSTEMS*|SG|0000000001900396039
D|60926|SPLUNK INC*|SG|0000000001900398193
D|11323|SPORE CONSORTIUM INV MGT*|SG|0000000001900058969
D|3153|SPORE EXCHANGE LTD*|SG|0000000001900119986
D|18418|SPORE LABOUR FOUNDATION*|SG|0000000001900066552
D|46838|SPORE MANAGEMENT UN*|SG|0000000001900173781
D|3755|SPORE POST LTD*|SG|0000000001900067121
D|3755|SPORE POST LTD*|MY|0000000001900143775
D|18109|SPORE POWER LTD*|SG|0000000001900059748
D|20558|SPORE TEC TELEMEDIA*|SG|0000000001900122156
D|20558|SPORE TEC TELEMEDIA*|MY|0000000001900213018
D|27241|SPOTIFY TECH SA*|SG|0000000001900361705
D|3075|SPREADTRUM COMN INC*|SG|0000000001900302501
D|4130|SPRINGLAND INTL HLDGS LTD*|SG|0000000001900275173
D|6412|SPRINT NEXTEL CORP*|SG|0000000001900271486
D|23385|SPRINT SPECTRUM LP*|HK|0000000001900008079
D|36218|SPSETIA|SG|0000000001900257758
D|36218|SPSETIA|MY|0000000001900038441
D|16669|SQUARED CDO LTD*|SG|0000000001900246846
D|49590|SRI U THONG LTD*|TH|0000000003101520689
D|41307|SRILANKAN AIRLINES*|SG|0000000001900375991
D|49638|SRISAKATETAWEE LP*|TH|0000000003103281245
D|9408|SSE PLC*|SG|0000000001900264047
D|17873|SSG RESOURCES LTD*|SG|0000000001900293104
D|7347|SSGA FUNDS MGT INC*|SG|0000000001900257759
D|26625|SSMS PLANTATION HLD*|SG|0000000001900357931
D|82825|ST BK INDIA-GC|SG|0000000001900439896
D|46767|ST ENGRG RHQ LTD*|HK|0000000001900010165
D|46767|ST ENGRG RHQ LTD*|SG|0000000001900374073
D|65978|ST ENGRG URBAN SOLN*|SG|0000000001900406475
D|65563|ST GRID EUR DEV2014*|SG|0000000001900405505
D|21458|ST GRID OVS (2014)*|TW|0000000001900000068
D|21458|ST GRID OVS (2014)*|SG|0000000001900337155
D|21443|ST GRID OVS (2016)*|TW|0000000001900000074
D|21443|ST GRID OVS (2016)*|HK|0000000001900008869
D|21443|ST GRID OVS (2016)*|SG|0000000001900335454
D|47808|ST WEST AUSTRALIA*|AU|0000000001900000352
D|47808|ST WEST AUSTRALIA*|SG|0000000001900402312
D|16737|STANLEY BLACK & DECKER INC*|SG|0000000001900300955
D|17432|STAR ENERGY GEOTHERMAL*|SG|0000000001900298358
D|62402|STARBRIGHT CAP BHD*|MY|0000000001900211533
D|7191|STARBUCKS CORP*|HK|0000000001900010658
D|7191|STARBUCKS CORP*|SG|0000000001900257760
D|21541|STARHILL GLB REIT M*|SG|0000000001900321051
D|12897|STARHILL REAL ESTATE INVT*|SG|0000000001900276347
D|16727|STARHUB LTD*|SG|0000000001900127686
D|51396|STARK CORP PCL*|TH|0000000003103173947
D|71055|STARLIGHT STH SPEC*|SG|0000000001900415400
D|71055|STARLIGHT STH SPEC*|TH|0000000003103555828
D|16752|STARWAY ASSET ENTERPRISES I*|SG|0000000001900308070
D|16451|STATE ELITE GLB LTD*|TW|0000000001900000096
D|16451|STATE ELITE GLB LTD*|HK|0000000001900008575
D|16451|STATE ELITE GLB LTD*|SG|0000000001900319270
D|8640|STATE GRID CORP OF CHINA*|TW|0000000001900000181
D|8640|STATE GRID CORP OF CHINA*|SG|0000000001900300124
D|8640|STATE GRID CORP OF CHINA*|CN|0000000007700000689
D|23036|STATE GRID OVS 2013*|TW|0000000001900000086
D|23036|STATE GRID OVS 2013*|SG|0000000001900300125
D|17202|STATE OF QUEENSLAND AU*|AU|0000000001900000353
D|17202|STATE OF QUEENSLAND AU*|SG|0000000001900261410
D|17202|STATE OF QUEENSLAND AU*|MY|0000000001900318839
D|7690|STATE OIL CO OF THE AZERB REP*|SG|0000000001900305763
D|22936|STATE PWR INVT CORP*|TW|0000000001900000240
D|22936|STATE PWR INVT CORP*|SG|0000000001900343140
D|22936|STATE PWR INVT CORP*|CN|0000000007700003532
D|49611|STATE RAILWAY OF TH*|TH|0000000006600011234
D|2117|STATE ST BK & TR-BOS|MY|0000000001900050621
D|10205|STATE ST GLB ADV SG*|SG|0000000001900275426
D|18063|STATE ST GLOBAL ADVISORS AU*|SG|0000000001900279685
D|55720|STATE STREET CORPN*|SG|0000000001900344187
D|55720|STATE STREET CORPN*|MY|0000000001900180558
D|25620|STATE SUPER CASH*|AU|0000000000200000129
D|2710|STD CHART (CN)-SH|CN|0000000001900000637
D|1936|STD CHART (HK)-HK|MY|0000000001900050681
D|21317|STD CHART PLC-LDN|MY|0000000001900177659
D|1713|STD CHART-JKT|MY|0000000001900050682
D|2895|STD CHART-KL|MY|0000000001900050626
D|1277|STD CHART-LDN|MY|0000000001900050625
D|1280|STD CHART-S|MY|0000000001900050687
D|71965|STELLANTIS FIN US*|SG|0000000001900422775
D|64995|STENA INTL S.A*|SG|0000000001900404434
D|21001|STH CALIFORNIA GAS*|SG|0000000001900332253
D|20982|STH CAROLINA EL&GAS*|SG|0000000001900332252
D|27417|STHWEST SEC INTL SC*|SG|0000000001900362504
D|23627|STICHTING AK RABOBK*|SG|0000000001900346963
D|8549|STILLWATER MINING CO*|SG|0000000001900276433
D|47354|STMICROELECT NV*|SG|0000000001900173438
D|5778|STOCKLAND TR MGT LTD*|SG|0000000001900300093
D|5778|STOCKLAND TR MGT LTD*|MY|0000000001900326719
D|5024|STODIR ISK 1.00 SHARES*|SG|0000000001900295837
D|9393|STORA ENSO OYJ*|SG|0000000001900287021
D|17946|STREET SQUARE PL*|SG|0000000001900308061
D|43350|STRONGHOLD INS*|GB|0000000001900000436
D|19969|STRYKER CORP*|SG|0000000001900325148
D|30064|STT GDC PL*|SG|0000000001900329491
D|30064|STT GDC PL*|MY|0000000001900229922
D|23134|STUDIO CITY CO LTD*|SG|0000000001900344401
D|21083|STUDIO CITY FIN LTD*|SG|0000000001900332899
D|16653|STX PAN OCEAN CL*|SG|0000000001900257764
D|83920|SUCI SECOND INVT CO*|SG|0000000001900449397
D|6371|SUEDZUCKER*|SG|0000000001900220202
D|3197|SUEZ ENVIRONNEMENT*|SG|0000000001900302909
D|66584|SUKHOTHAI ROAD ENG*|TH|0000000003103501149
D|22672|SUMI MITSUI FIN-TKY|TW|0000000001900000078
D|22672|SUMI MITSUI FIN-TKY|HK|0000000001900006188
D|22672|SUMI MITSUI FIN-TKY|SG|0000000001900251861
D|14105|SUMI MITSUI TR HLDGS INC*|SG|0000000001900275525
D|2712|SUMI MITSUI TR-TKY|MY|0000000001900082642
D|25135|SUMITOMO CORP*|SG|0000000001900339864
D|5613|SUMITOMO LIFE INS*|SG|0000000001900316912
D|45144|SUMITOMO MITSUI F&L*|HK|0000000001900009957
D|45144|SUMITOMO MITSUI F&L*|SG|0000000001900378104
D|12098|SUMITOMO REALTY & DEV CL*|SG|0000000001900259944
D|71261|SUMMIT GRADE*|TH|0000000003102793338
D|8986|SUN HUNG KAI & CL*|SG|0000000001900292820
D|7724|SUN HUNG KAI & CO (BVI) LTD*|SG|0000000001900292821
D|83570|SUN HUNG KAI P(CM)*|TW|0000000001900000158
D|83570|SUN HUNG KAI P(CM)*|HK|0000000001900008038
D|83570|SUN HUNG KAI P(CM)*|SG|0000000001900270300
D|9020|SUN HUNG KAI PROP LTD*|HK|0000000001900006074
D|9020|SUN HUNG KAI PROP LTD*|SG|0000000001900258302
D|11505|SUNAC CN HLDGS LTD*|SG|0000000001900298486
D|4522|SUNCOR ENERGY INC*|TW|0000000001900000318
D|4522|SUNCOR ENERGY INC*|SG|0000000001900317933
D|85618|SUNCORP GROUP LTD*|SG|0000000001900285133
D|9399|SUNING APPLIANCE CL*|SG|0000000001900268977
D|61081|SUNKWAN PROP GRP*|SG|0000000001900398360
D|4659|SUNLIGHT REAL ESTATE INVT TR*|SG|0000000001900268993
D|39291|SUNNY EXPRESS ENTP*|SG|0000000001900372422
D|26631|SUNNY OPT TECH GRP*|HK|0000000001900008493
D|26631|SUNNY OPT TECH GRP*|SG|0000000001900298029
D|57154|SUNPOWER CORP*|SG|0000000001900393466
D|5731|SUNPOWER GRP LTD*|SG|0000000001900268865
D|11047|SUNRAY HLDGS LTD*|SG|0000000001900269265
D|79476|SUNREIT BOND BHD*|MY|0000000001900328733
D|13438|SUNRISE BHD*|SG|0000000001900269263
D|40285|SUNRISE CAYMAN LTD*|SG|0000000001900374050
D|21296|SUNSHINE LIFE INSUR*|HK|0000000001900007929
D|21296|SUNSHINE LIFE INSUR*|SG|0000000001900334519
D|21296|SUNSHINE LIFE INSUR*|MY|0000000001900334943
D|15030|SUNTEC REIT MTN PL*|SG|0000000001900308364
D|16821|SUNTECH POWER HLDGS CL*|SG|0000000001900263883
D|5066|SUNTORY HLDGS LTD*|SG|0000000001900316418
D|4044|SUNWAY BHD*|SG|0000000001900273649
D|4044|SUNWAY BHD*|MY|0000000001900129854
D|27461|SUNWAY CONSTR GRP*|SG|0000000001900325400
D|5638|SUNWAY REIT*|SG|0000000001900272998
D|57099|SUNWAY TRSY SUKUK*|MY|0000000001900207335
D|77665|SUNWAY VELOCITY TH*|MY|0000000002000291746
D|54630|SUPALAI PCL*|TH|0000000003100231227
D|76639|SUPER MICRO COM INC*|SG|0000000001900435085
D|16985|SUPERLUCK PROP PL*|SG|0000000001900166643
D|19113|SUPERMAX CORP BHD*|SG|0000000001900262153
D|25939|SURBANA JURONG PL*|SG|0000000001900326767
D|76907|SURIA KLCC SDN BHD*|MY|0000000001900229202
D|49595|SURINKUSUMA LTD*|TH|0000000003103283400
D|14103|SUZLON ENERGY LTD*|SG|0000000001900294244
D|57312|SVB FINANCIAL GRP*|SG|0000000001900258789
D|80427|SVB STRATEGIC*|SG|0000000001900333642
D|39479|SVENSK EXPKR-SKM|SG|0000000001900372759
D|19090|SVENSKA CELLULOSA AB SCA*|SG|0000000001900300659
D|61719|SWEDBANK-SKM|SG|0000000001900249935
D|79946|SWEDISH EXP CR CORP*|SG|0000000001900285993
D|11637|SWEDISH MATCH AB*|SG|0000000001900277065
D|79680|SWFT*|SG|0000000001900295684
D|17627|SWIBER CAPITAL PL*|SG|0000000001900302508
D|38172|SWIFTHAUL|MY|0000000001900143590
D|79358|SWIRE PAC MTN FI HK*|HK|0000000001900010821
D|79358|SWIRE PAC MTN FI HK*|SG|0000000001900441120
D|26132|SWIRE PAC MTN FIN*|HK|0000000001900008449
D|26132|SWIRE PAC MTN FIN*|SG|0000000001900250585
D|6416|SWIRE PACIFIC LTD*|HK|0000000001900006361
D|6416|SWIRE PACIFIC LTD*|SG|0000000001900209568
D|18020|SWIRE PROP LTD*|HK|0000000001900006898
D|18020|SWIRE PROP LTD*|SG|0000000001900127362
D|40484|SWIRE PROP MTN FIN*|HK|0000000001900009216
D|40484|SWIRE PROP MTN FIN*|SG|0000000001900289753
D|42656|SWISS RE FIN (LU)SA*|SG|0000000001900378621
D|47278|SWISS RE FIN UK*|SG|0000000001900387496
D|77792|SWISS RE SUB FIN*|SG|0000000001900437755
D|3613|SWISS REINSURANCE*|SG|0000000001900220192
D|8981|SWISSCO HLDGS LTD*|SG|0000000001900271341
D|9057|SWISSCOM AG*|SG|0000000001900274319
D|38850|SYARIKAT TAKAFUL MY*|SG|0000000001900371615
D|15817|SYCAL VENTURES BHD*|SG|0000000001900268866
D|20012|SYD AIRPORT FIN CPL*|SG|0000000001900224310
D|20012|SYD AIRPORT FIN CPL*|MY|0000000000190022820
D|80543|SYLVAN ASIA GRO*|SG|0000000001900395479
D|3047|SYNGENTA AG*|HK|0000000001900007835
D|3047|SYNGENTA AG*|SG|0000000001900272541
D|7077|SYNGENTA FIN N.V.*|HK|0000000001900010577
D|7077|SYNGENTA FIN N.V.*|SG|0000000001900272542
D|13465|SYNNEX TECH INTL CORP*|SG|0000000001900269575
D|77041|SYNOPSYS INC*|SG|0000000001900435879
D|3550|SYSCO CORP*|SG|0000000001900296239
D|23578|SZ INTL HLDGS LTD*|HK|0000000001900008121
D|23578|SZ INTL HLDGS LTD*|SG|0000000001900287970
D|53619|T WORAKOON CL*|TH|0000000003101183090
D|5115|T-MOBILE US INC*|TW|0000000002000000402
D|5115|T-MOBILE US INC*|SG|0000000002000498272
D|73501|T-MOBILE USA INC*|TW|0000000002000000402
D|73501|T-MOBILE USA INC*|SG|0000000002000606607
D|51549|T.D.C. STEEL GRP CL*|TH|0000000003102618123
D|49580|T.KAWEE CONSTR CL*|TH|0000000003102953724
D|70796|T.ROWE PRICE GP INC*|SG|0000000002000573709
D|13991|TA ANN HLDG BHD*|SG|0000000002000462829
D|12175|TA CORP LTD*|SG|0000000002000467188
D|4694|TAEL ONE PARTNERS*|SG|0000000002000416672
D|80426|TAEL ONE*|SG|0000000002000414226
D|80430|TAEL TWO*|SG|0000000002000516065
D|11152|TAHPS GRP BHD*|SG|0000000002000454633
D|17600|TAIFLEX SCIENTIFIC CL*|SG|0000000002000460408
D|13959|TAIWAN CEMENT CORP*|SG|0000000002000454956
D|18182|TAIWAN FERTILIZER CL*|SG|0000000002000454957
D|39161|TAIWAN LIFE INS CL*|TW|0000000007700000062
D|39161|TAIWAN LIFE INS CL*|SG|0000000002000553242
D|43347|TAIWAN POWER CO*|TW|0000000002000000133
D|43347|TAIWAN POWER CO*|SG|0000000002000578233
D|69556|TAIYUAN LONGCHENG D*|SG|0000000002000594181
D|39029|TAIZHOU INFRA CONST*|SG|0000000002000553573
D|28348|TAKE-TWO INTERACTIV*|SG|0000000002000549101
D|25179|TAKEDA PHARM CL*|SG|0000000002000530265
D|56043|TAL EDUCATION GRP*|SG|0000000002000571373
D|59262|TALENT YIELD INTL*|SG|0000000002000575632
D|20154|TALENT YIELD INVT*|HK|0000000002000012686
D|20154|TALENT YIELD INVT*|SG|0000000002000509063
D|16356|TALISMAN ENERGY*|SG|0000000002000495781
D|19977|TAMPA ELECTRIC CO*|SG|0000000002000507383
D|33474|TANBINENER|MY|0000000002000310464
D|18680|TANJONG PLC*|SG|0000000002000443315
D|45081|TANJUNG BIN ENERGY*|MY|0000000002000323671
D|25915|TAPESTRY INC*|SG|0000000000300406749
D|68517|TARGA RESOURCES COR*|SG|0000000002000591154
D|15803|TARGET CORP*|SG|0000000002000402665
D|21246|TASMANIAN PFC*|AU|0000000002000000022
D|21246|TASMANIAN PFC*|SG|0000000002000470078
D|13649|TAT HONG HLDGS LTD*|SG|0000000002000005171
D|83483|TATA CAPITAL LTD*|SG|0000000002000555547
D|7768|TATA COMM NETHERLANDS*|SG|0000000002000480634
D|79922|TATA MOTORS LIMITED*|SG|0000000002000488553
D|77922|TAV HAVALIMANLARI H*|SG|0000000002000616198
D|14146|TBEA CL*|SG|0000000002000454279
D|15214|TBG GLB PL*|SG|0000000002000482159
D|26653|TBLA INTL PL*|SG|0000000002000530247
D|85270|TBTC JV*|TH|0000000006600228804
D|25854|TC ZIRAAT BANK-ANK|SG|0000000002000446241
D|3513|TCC INTL HLDGS LTD*|SG|0000000002000443316
D|17218|TCL MULTIMEDIA TECH HLDGS LTD*|SG|0000000002000477800
D|48298|TCL TECH INVTS LTD*|SG|0000000002000568770
D|3318|TDIC FINANCE LTD*|SG|0000000002000441120
D|14537|TDK CORP*|SG|0000000002000460996
D|75161|TE2 ROXY AUST PTY L*|SG|0000000002000608409
D|79119|TEACHERS MUTUAL BK*|SG|0000000002000618783
D|11330|TEBRAU TEGUH BHD*|SG|0000000002000454632
D|23577|TECH DATA CORP*|HK|0000000002000012331
D|9998|TECK RESOURCES LTD*|SG|0000000002000459160
D|5279|TEE LAND LTD*|SG|0000000002000482323
D|48027|TELADOC HEALTH INC*|SG|0000000002000568580
D|4592|TELECOM CORP OF NZ*|SG|0000000002000408095
D|23019|TELECOM ITALIA CAP*|SG|0000000002000399082
D|8744|TELECOM ITALIA SPA*|SG|0000000002000391857
D|9174|TELEFONAB LM ERICSSON*|SG|0000000002000458255
D|4419|TELEFONICA DEUT FIN GMBH*|SG|0000000002000489528
D|10171|TELEFONICA DEUTSCHLAND HLDG AG*|SG|0000000002000489568
D|15764|TELEFONICA EMISIONES SA*|SG|0000000002000400641
D|10617|TELEFONICA EUROPE BV*|SG|0000000002000400233
D|10458|TELEFONICA SA|SG|0000000002000391855
D|21974|TELEKOM AUSTRIA AG*|SG|0000000002000520500
D|21975|TELEKOM FIN GMBH*|SG|0000000002000520501
D|26724|TELEKOM MY BHD*|SG|0000000002000391860
D|26724|TELEKOM MY BHD*|MY|0000000002000116958
D|16667|TELEMAR NORTE LESTE SA*|SG|0000000002000493931
D|17596|TELENOR*|SG|0000000002000401379
D|75037|TELEPERFORMANCE SE*|SG|0000000002000610407
D|19330|TELIASONERA AB*|SG|0000000002000401375
D|55854|TELSTRA CORP*|TW|0000000002000000141
D|55854|TELSTRA CORP*|AU|0000000002000000037
D|55854|TELSTRA CORP*|SG|0000000002000389068
D|55854|TELSTRA CORP*|MY|0000000002000328719
D|68971|TELSTRA GRP LTD*|SG|0000000002000592376
D|68971|TELSTRA GRP LTD*|MY|0000000002000355714
D|1149|TEMASEK|SG|0000000002000141098
D|1149|TEMASEK|MY|0000000002000293786
